title,info,file,expires,tags,usage,country,product_category
Pexena 106 SC INSECTICIDE,Thuốc trừ sâu Pexena 106 SC,VN_Pexena_106_SC_Pyraxalt_active_pkg_txt_vi_pms.eps,Never,"Vietnam,Pexena 106 SC, thuốc trừ sâu, Triflumezopyzim, Vietnamese, Insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",Vietnam,Insecticide
Novixid 32.5 OD HERBICIDE,Thuốc trừ cỏ Novixid 32.5 OD,VN_Novixid_32.5_OD_Rinskor_active_pkg_txt_vi_pms.eps,Never,"Vietnam, Novixid 32.5 OD, thuốc trừ cỏ, Florpyrauxifen-benzyl + Penoxsulam, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
Loyant 25 EC HERBICIDE,Thuốc trừ cỏ Loyant 25 EC,VN_Loyant_25_EC_Rinskor_active_pkg_txt_vi_pms.eps,Never,"Vietnam, Loyant 25 EC, thuốc trừ cỏ, Florpyrauxifen-benzyl, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
Indar 240 SC INSECTICIDE,Thuốc trừ sâu Indar 240 SC,VN_Indar_240_SC_pkg_txt_vi_pms.eps,Never,"Vietnam, Indar 240 SC, thuốc trừ sâu, Fenbuconazole, Vietnamese, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Vietnam,Insecticide
Dithane M-45 80 WP FUNGICIDE,Thuốc trừ bệnh Dithane M-45 80 WP,VN_Dithane_M-45_80_WP_pkg_txt_vi_pms.eps,Never,"Vietnam, Dithane M-45 80 WP, thuốc trừ bệnh, Mancozeb, Vietnamese, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Vietnam,Fungicide
Curzate M8 72 WP FUNGICIDE,Thuốc trừ bệnh Curzate M8 72 WP,VN_Curzate_M8 72 WP_pkg txt_vi_pms.eps,Never,"Vietnam, Curzate M8 72 WP, thuốc trừ bệnh, Cymoxanil & Mancozeb, Vietnamese, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Vietnam,Fungicide
Closer 500 WG INSECTICIDE,Thuốc trừ sâu Closer 500 WG,VN_Closer_500 WG_Isoclast active_pkg txt_vi_pms.eps,Never,"Vietnam, Closer 500 WG, thuốc trừ sâu, Sulfoxaflor, Vietnamese, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Vietnam,Insecticide
Clipper 25 OD HERBICIDE,Thuốc trừ cỏ Clipper 25 OD,VN_Clipper_25_OD_pkg_txt_vi_pms.eps,Never,"Vietnam, Clipper 25 OD, thuốc trừ cỏ, Penoxulam, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
Clincher 200 EC HERBICIDE,Thuốc trừ cỏ Clincher 200 EC,VN_Clincher_200_EC_pkg_txt_vi_pms.eps,Never,"Vietnam, Clincher 200 EC, thuốc trừ cỏ, Cyhalofop-butyl, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
Clincher 10 EC HERBICIDE,Thuốc trừ cỏ Clincher 10 EC,VN_Clincher_10_EC_pkg_txt_vi_pms.eps,Never,"Vietnam, Clincher 10 EC, thuốc trừ cỏ, Cyhalofop-butyl, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
BEAM 75 WP FUNGICIDE,Thuốc trừ bệnh Beam 75 WP,VN_BEAM_75 WP_pkg txt_vi_pms.eps,Never,"Vietnam, Beam 75 WP, thuốc trừ bệnh, Tricyclazole, Vietnamese, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Vietnam,Fungicide
Aproach 250 SC FUNGICIDE,Thuốc trừ bệnh Aproach 250 SC,VN_Aproach_250_SC_pkg_txt_vi_pms.eps,Never,"Vietnam, Aproach 250 SC, thuốc trừ bệnh, Picoxystrobin, Vietnamese, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Vietnam,Fungicide
Vareon Fungicide,"Вареон, Фунгіцид",UA_Vareon_520_e.c._bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Вареон, Фунгіцид, Ukrainian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Ukraine,Fungicide
Titus Extra Herbicide,"Тітус Екстра, Гербіцид",UA_Titus_Extra_75_WG_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Тітус Екстра, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
Title Fungicide,"Тайтл, Фунгіцид",UA_Title_50_wg_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Тайтл, Фунгіцид, Ukrainian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Ukraine,Fungicide
Task Extra Herbicide,"Таск Екстра, Гербіцид",UA_Task_Extra_WG_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Таск Екстра, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
Princip Fungicide,"Принцип, Фунгіцид","UA_Princip_90,_SC_bilingual_pkg_txt_uk_pms.eps",Never,"Ukraine, Принцип, Фунгіцид, Ukrainian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Ukraine,Fungicide
Petra Herbicide,"Петра, Гербіцид",UA_Petra_WG_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Петра, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
N-Lock Max Nitrogen Stabilizer,"N-Лок Макс, Стабілізатор азоту",UA_N-Lock_Max_Optinyte_technology_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, N-Лок Макс, Optinyte technology, Стабілізатор азоту, Ukrainian, Nitrogen Stabilizer","Black, PMS 7466 C Blue, PMS 285 C Blue",Ukraine,Nitrogen Stabilizer
Lumisena Seed Treatment,"Лумісена, Протруйник",UA_Lumisena_Seed_Treatment_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Лумісена, Протруйник, Ukrainian, Seed Treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Ukraine,Seed Treatment
Kocide 2000 Fungicide,"Косайд 2000, Фунгіцид",UA_Kocide_2000_w.g._bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Косайд 2000, Фунгіцид, Ukrainian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Ukraine,Fungicide
Ikaz Adjuvant,"Айказ, Ад'ювант",UA_Ikaz_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Айказ, Ад'ювант, Ukrainian, Adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Ukraine,
Harmony Classic Herbicide,"Хармоні Класік, Гербіцид",UA_Harmony_Classic_WG_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Хармоні Класік, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
Goal Herbicide,"Гоал, Гербіцид",UA_Goal_2E_EC_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Гоал, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
Divixton Herbicide,"Дівікстон, Гербіцид",UA_Divixton_EC_Rinskor_active_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Дівікстон, Rynskor active, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
Citadel Herbicide,"Цитадель, Гербіцид",UA_Citadel_25_OD_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Цитадель, Гербіцид, Ukrainian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Ukraine,Herbicide
Acanto Fungicide,"Аканто, Фунгіцид",UA_Acanto_SC_bilingual_pkg_txt_uk_pms.eps,Never,"Ukraine, Аканто, Фунгіцид, Ukrainian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Ukraine,Fungicide
Wenner 700 EC Herbicide,Wenner 700 EC,ZA_WENNER_700_EC_pkg_txt_en_pms.eps,Never,"Wenner, Wenner 700, Wenner 700 EC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Vydate SL Insecticide,Vydate SL,ZA_VYDATE_SL_pkg_txt_en_pms.eps,Never,"Vydate, Vydate sl, South Africa","Black, PMS 731 C Brown, PMS 285 C Blue",South Africa,Insecticide
Vydate 100 GR Insecticide,Vydate 100 GR,ZA_VYDATE_100_GR_pkg_txt_en_pms.eps,Never,"Vydate, Vydate 100, Vydate 100 GR, South Africa","Black, PMS 731 C Brown, PMS 285 C Blue",South Africa,Insecticide
Turfweeder 457.5 SL Herbicide,Turfweeder 457.5 SL,"ZA_TURFWEEDER_457,5_SL_pkg_txt_en_pms.eps",Never,"Turfweeder, Turfweeder 457 5, Turfweeder 5 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Transform 500 WG Insecticide,Transform 500 WG,ZA_TRANSFORM_500WG_Isoclast_active_pkg_txt_en_pms.eps,Never,"Transform, Transform 500, Transform 500 WG, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Timbrel 360 SL Herbicide,Timbrel 360 SL,ZA_TIMBREL_360_SL_pkg_txt_en_pms.eps,Never,"Timbrel, Timbrel 360, Timbrel 360 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Thiram 750 WP Fungicide,Thiram 750 WP,ZA_THIRAM_750_WP_pkg_txt_en_pms.eps,Never,"Thiram, Thiram 750, Thiram 750 WP, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Telopic Fumigant,Telopic,ZA_TELOPIC_pkg_txt_en_pms.eps,Never,"Telopic, South Africa","Black, PMS 731 C Brown, PMS 285 C Blue",South Africa,
Tebusan 500 SC Herbicide,Tebusan 500 SC,ZA_TEBUSAN_500_SC_pkg_txt_en_pms.eps,Never,"Tebusan, Tebusan 500, Tebusan 500 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Tanos Pro Fungicide,Tanos Pro,ZA_TANOS_PRO_pkg_txt_en_pms.eps,Never,"Tanos, Tanos pro, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Strongarm 840 WG Herbicide,Strongarm 840 WG,ZA_STRONGARM_840_WG_pkg_txt_en_pms.eps,Never,"Strongarm, Strongarm 840, Strongarm 840 WG, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Static Spinosad ME Insecticide,Static Spinosad ME,ZA_STATIC_SPINOSAD_ME_pkg_txt_en_pms.eps,Never,"Static, Static 360, Static 360 SC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
"Spintor 0,125% Dust Insecticide","Spintor 0,125% Dust",ZA_SPINTOR_DUST_0_125_Dust_pkg_txt_en_pms.eps,Never,"Spintor, Spintor 0 125, Spintor 125 DUST, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
Spike 50 GR Herbicide,Spike 50 GR,ZA_SPIKE_50_GR_pkg_txt_en_pms.eps,Never,"Spike, Spike 50, Spike 50 GR, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Snapshot 2.5 G Herbicide,Snapshot 2.5 G,ZA_SNAPSHOT_2_5_G_pkg_txt_en_pms.eps,Never,"Snapshot, Snapshot 2 5, Snapshot 5 G, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Sanlaxyl 700 WP Fungicide,Sanlaxyl 700 WP,ZA_SANLAXYL_700_WP_pkg_txt_en_pms.eps,Never,"Sanlaxyl, Sanlaxyl 700, Sanlaxyl 700 WP, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Sancozeb 800 WP Fungicide,Sancozeb 800 WP,ZA_SANCOZEB_800_WP_pkg_txt_en_pms.eps,Never,"Sancozeb, Sancozeb 800, Sancozeb 800 WP, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Sanamectin 18 EC Insecticide,Sanamectin 18 EC,ZA_SANAMECTIN_18_EC_pkg_txt_en_pms.eps,Never,"Sanamectin, Sanamectin 18, Sanamectin 18 EC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Relay Super 900 EC Herbicide,Relay Super 900 EC,ZA_RELAY_SUPER_900_EC_pkg_txt_en_pms.eps,Never,"Relay, Relay 360, Relay 360 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Railroad 500 SC Herbicide,Railroad 500 SC,ZA_RAILROAD_500_SC_pkg_txt_en_pms.eps,Never,"Railroad, Railroad 500, Railroad 500 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Pixxaro 266 EC Herbicide,Pixxaro 266 EC,ZA_PIXXARO_266EC_Arylex_active_pkg_txt_en_pms.eps,Never,"Pixxaro, Pixxaro 266, Pixxaro 266 EC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Oncol Super 220 EC Insecticide,Oncol Super 220 EC,ZA_ONCOL_SUPER_220_EC_pkg_txt_en_pms.eps,Never,"Oncol, Oncol 360, Oncol 360 SC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Oncol 900 SL Insecticide,Oncol 900 SL,ZA_ONCOL_900_SL_pkg_txt_en_pms.eps,Never,"Oncol, Oncol 900, Oncol 900 SL, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Molopo 500 SC Herbicide,Molopo 500 SC,ZA_MOLOPO_500_SC_pkg_txt_en_pms.eps,Never,"Molopo, Molopo 500, Molopo 500 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Molopo 200 GG Herbicide,Molopo 200 GG,ZA_MOLOPO_200_GG_pkg_txt_en_pms.eps,Never,"Molopo, Molopo 200, Molopo 200 GG, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Milestone 240 SL Herbicide,Milestone 240 SL,ZA_MILESTONE_240_SL_pkg_txt_en_pms.eps,Never,"Milestone, Milestone 240, Milestone 240 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Methosan 900 SP Insecticide,Methosan 900 SP,ZA_METHOSAN_900_SP_pkg_txt_en_pms.eps,Never,"Methosan, Methosan 900, Methosan 900 SP, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Metasan 720 WP Fungicide,Metasan 720 WP,ZA_METASAN_720_WP_pkg_txt_en_pms.eps,Never,"Metasan, Metasan 720, Metasan 720 WP, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Mercaptothion 500 EC Insecticide,Mercaptothion 500 EC,ZA_MERCAPTOTHION_500_EC_pkg_txt_en_pms.eps,Never,"Mercaptothion, Mercaptothion 500, Mercaptothion 500 EC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Mamba Max 480 SL Herbicide,Mamba Max 480 SL,ZA_MAMBA_MAX__480_SL_pkg_txt_en_pms.eps,Never,"Mamba, Mamba 360, Mamba 360 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Mamba DMA 480 SL Herbicide,Mamba Dma 480 SL,ZA_MAMBA_DMA_480_SL_pkg_txt_en_pms.eps,Never,"Mamba, Mamba 360, Mamba 360 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Lontrel 100 SL Herbicide,Lontrel 100 SL,ZA_LONTREL_100_SL_pkg_txt_en_pms.eps,Never,"Lontrel, Lontrel 100, Lontrel 100 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Legend 250 SC Fungicide,Legend 250 SC,ZA_LEGEND_250_SC_pkg_txt_en_pms.eps,Never,"Legend, Legend 250, Legend 250 SC, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Kerb Flo 400 SC Herbicide,Kerb Flo 400 SC,ZA_KERB_FLO_400_SC_pkg_txt_en_pms.eps,Never,"Kerb, Kerb 360, Kerb 360 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Kerb 500 WP Herbicide,Kerb 500 WP,ZA_KERB_500_WP_pkg_txt_en_pms.eps,Never,"Kerb, Kerb 500, Kerb 500 WP, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Karathane Star 350 EC Fungicide,Karathane Star 350 EC,ZA_KARATHANE_STAR_350_EC_pkg_txt_en_pms.eps,Never,"Karathane, Karathane 360, Karathane 360 SC, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Hit 500 SC Fungicide,Hit 500 SC,ZA_HIT_500_SC_pkg_txt_en_pms.eps,Never,"Hit, Hit 500, Hit 500 SC, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
GF-120 NF Insecticide,Gf-120 NF,ZA_GF-120_NF_pkg_txt_en_pms.eps,Never,"GF-120, GF-120 NF, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Garlon Max 270 EW Herbicide,Garlon Max 270 EW,ZA_GARLON_MAX_270_EW_pkg_txt_en_pms.eps,Never,"Garlon, Garlon 360, Garlon 360 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Gallant Super Herbicide,Gallant Super,ZA_GALLANT_SUPER_pkg_txt_en_pms.eps,Never,"Gallant, Gallant super, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Flexidor 500 SC Herbicide,Flexidor 500 SC,ZA_FLEXIDOR_500_SC_pkg_txt_en_pms.eps,Never,"Flexidor, Flexidor 500, Flexidor 500 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Entrust Naturalyte 800 WP Insecticide,Entrust Naturalyte 800 WP,ZA_ENTRUST_NATURALYTE_800_WP_pkg_txt_en_pms.eps,Never,"Entrust, Entrust 360, Entrust 360 SC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Emperor 525 EC Insecticide,Emperor 525 EC,ZA_EMPEROR_525_EC_pkg_txt_en_pms.eps,Never,"Emperor, Emperor 525, Emperor 525 EC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Elevate 360 SC Insecticide,Elevate 360 SC,ZA_ELEVATE_360_SC_pkg_txt_en_pms.eps,Never,"Elevate, Elevate 360, Elevate 360 SC, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Dursban 750 WG Insecticide,Dursban 750 WG,ZA_DURSBAN_750_WG_pkg_txt_en_pms.eps,Never,"Dursban, Dursban 750, Dursban 750 WG, South Africa","Black, PMS 158 C Orange, PMS 285 C Blue",South Africa,Insecticide
Doubledge 525 SC Herbicide,Doubledge 525 SC,ZA_DOUBLEDGE_525_SC_pkg_txt_en_pms.eps,Never,"Doubledge, Doubledge 525, Doubledge 525 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Dithane M-45 800 WP Neotec Fungicide,Dithane M-45 800 WP Neotec,ZA_DITHANE_M-45_NEOTEC_800_WP_pkg_txt_en_pms.eps,Never,"Dithane, Dithane M-45, Dithane M-45 800 WP, Dithane M-45 WP Neotec, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Dithane 750 WG Neotec Fungicide,Dithane 750 Wg Neotec,ZA_DITHANE_750_WG_pkg_txt_en_pms.eps,Never,"Dithane, Dithane 360, Dithane 360 SC, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Curzate Pro Fungicide,Curzate Pro,ZA_CURZATE_PRO_pkg_txt_en_pms.eps,Never,"Curzate, Curzate pro, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Confront Super 132 SL Herbicide,Confront Super 132 SL,ZA_CONFRONT_SUPER_132_SL_pkg_txt_en_pms.eps,Never,"Confront Super 132 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Confront 360 SC Herbicide,Confront 360 SC,ZA_CONFRONT_360_SC_pkg_txt_en_pms.eps,Never,"Confront, Confront 360, Confront 360 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Cato Herbicide,Cato,ZA_CATO_pkg_txt_en_pms.eps,Never,"Cato, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Broadstrike 800 WG Herbicide,Broadstrike 800 WG,ZA_BROADSTRIKE_800_WG_pkg_txt_en_pms.eps,Never,"Broadstrike, Broadstrike 800, Broadstrike 800 WG, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Balan 180 EC Herbicide,Balan 180 EC,ZA_BALAN_180_EC_pkg_txt_en_pms.eps,Never,"Balan, Balan 180, Balan 180 EC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Atrasien 500 SC Herbicide,Atrasien 500 SC,ZA_ATRASIEN_500_SC_pkg_txt_en_pms.eps,Never,"Atrasien, Atrasien 500, Atrasien 500 SC, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
Associate 240 EC Fungicide,Associate 240 EC,ZA_ASSOCIATE_240_EC_pkg_txt_en_pms.eps,Never,"Associate, Associate 240, Associate 240 EC, South Africa","Black, PMS 513 C Purple, PMS 285 C Blue",South Africa,Fungicide
Access 240 SL Herbicide,Access 240 SL,ZA_ACCESS_240_SL_pkg_txt_en_pms.eps,Never,"Access, Access 240, Access 240 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
"2,4-D Ester 500 EC Herbicide","2,4-D Ester 500 EC","ZA_2,4-D_ESTER_500_EC_pkg_txt_en_pms.eps",Never,"2,4-D, 2,4 D, 2,4 D, 2,4 D Ester, 2,4 D Ester 480 SL, South Africa","Black, PMS 361 C Green, PMS 285 C Blue",South Africa,Herbicide
ZORVEC Enicade Fungicide,"Zorvec Enicade, fungicid/fungicíd",CZ-SK_Zorvec_Enicade_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Zorvec Enicade, fungicid, Czech/Slovak","Black, PMS 513 C Purple, PMS 285 C Blue",Slovakia,Fungicide
Talent Fungicide,"Talent, fungicid/fungicíd",CZ-SK_Talent_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Talent, fungicid/fungicíd, Czech/Slovak","Black, PMS 513 C Purple, PMS 285 C Blue",Slovakia,Fungicide
Story Herbicide,"Story, herbicid/herbicíd",CZ-SK_Story_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Story, herbicid/herbicíd, Czech/Slovak","Black, PMS 361 C Green, PMS 285 C Blue",Slovakia,Herbicide
Starane Forte Herbicide,"Starane Forte, herbicid/herbicíd",CZ-SK_Starane_Forte_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Starane Forte, herbicid/herbicíd, Czech/Slovak","Black, PMS 361 C Green, PMS 285 C Blue",Slovakia,Herbicide
Soligor Fungicide,"Soligor, fungicid/fungicíd",CZ-SK_Soligor_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Soligor, fungicid/fungicíd, Czech/Slovak","Black, PMS 513 C Purple, PMS 285 C Blue",Slovakia,Fungicide
Skeleton Growth Regulator,"Skeleton, růstový regulátor/regulátor rastu",CZ-SK_Skeleton_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Skeleton, růstový regulátor/regulátor rastu, Czech/Slovak","Black, PMS 214 C Pink, PMS 285 C Blue",Slovakia,
Samson Extra Herbicide,"Samson Extra, herbicid/herbicíd",CZ-SK_Samson_Extra_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Samson Extra, herbicid/herbicíd, Czech/Slovak","Black, PMS 361 C Green, PMS 285 C Blue",Slovakia,Herbicide
Saman Adjuvant,"Šaman, smáčedlo/zmáčadlo",CZ-SK_Saman_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Šaman, smáčedlo/zmáčadlo, Czech/Slovak","Black, PMS 214 C Pink, PMS 285 C Blue",Slovakia,
Reldan 22 EC Insecticide,"Reldan 22 EC, insekticid/insekticíd",CZ-SK_Reldan_22_EC_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Reldan 22 EC, insekticid/insekticíd, Czech/Slovak","Black, PMS 158 C Orange, PMS 285 C Blue",Slovakia,Insecticide
Rafan Max Insecticide,"Rafan Max, insekticid/insekticíd",CZ-SK_Rafan_Max_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Rafan Max, insekticid/insekticíd, Czech/Slovak","Black, PMS 158 C Orange, PMS 285 C Blue",Slovakia,Insecticide
"Principal Plus 66,5 WG Herbicide","Principal Plus 66.5 WG, herbicid/herbicíd",CZ-SK_Principal_PLUS_66.5_WG_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia,Principal Plus 66.5 WG, herbicid/herbicíd, Czech/Slovak","Black, PMS 361 C Green, PMS 285 C Blue",Slovakia,Herbicide
N-Lock Nitrogen Stabilizator,"N-Lock, stabilizátor dusíku",CZ-SK_N-Lock_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, N-Lock, stabilizátor dusíku, Czech/Slovak","Black, PMS 7466 C Blue, PMS 285 C Blue",Slovakia,
Metazamix Herbicide,"Metazamix, herbicid/herbicíd",CZ-SK_Metazamix_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Metazamix, herbicid/herbicíd, Czech/Slovak","Black, PMS 361 C Green, PMS 285 C Blue",Slovakia,Herbicide
Lynx Fungicide,"Lynx, fungicid/fungicíd",CZ-SK_Lynx_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Lynx, fungicid/fungicíd, Czech/Slovak","Black, PMS 513 C Purple, PMS 285 C Blue",Slovakia,Fungicide
Lumiposa Insecticide Seed Treatment,"Lumiposa, insekticidní mořidlo/insekticídne moridlo",CZ-SK_Lumiposa_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Lumiposa, insekticidní mořidlo/insekticídne moridlo, Czech/Slovak","Black, PMS 7549 C Gold, PMS 285 C Blue",Slovakia,Seed Treatment
Lontrel 300 Herbicide,"Lontrel 300, herbicid/herbicíd",CZ-SK_Lontrel_300_pkg_txt_cs-sk_pms.eps,Never,"Czech Republic/Slovakia, Lontrel 300, herbicid/herbicíd, Czech/Slovak","Black, PMS 361 C Green, PMS 285 C Blue",Slovakia,Herbicide
