title,info,file,expires,tags,usage,country,product_category
exceed Dust DL insecticide,エクシード™,JP_exceed_Dust DL_Isoclast active_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, エクシード粉剤DL, 殺虫剤, 日本語, Japanese, insecticide","Black, PMS 285 C Blue, PMS 1525 C Orange",Japan,Insecticide
doubleshooter SE insecticide,ダブルシューター™,JP_doubleshooter_SE_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, ダブルシューターSE, 殺虫剤, 日本語, Japanese, insecticide","Black, PMS 285 C Blue, PMS 158 C Orange",Japan,Insecticide
dictran EC herbicide,ディクトラン™,JP_dictran_EC_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, ディクトラン乳剤, 除草剤, 日本語, Japanese, herbicide","Black, PMS 285 C Blue, PMS 361 C Green",Japan,Herbicide
crosstect WP fungicide,クロステクト™,JP_crosstect_WP_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, クロステクト水和剤, 殺菌剤, 日本語, Japanese, fungicide","Black, PMS 285 C Blue, PMS 513 C Purple",Japan,Fungicide
clincher 1kg GR herbicide,クリンチャー™,JP_clincher_1kg GR_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, クリンチャー1キロ粒剤, 除草剤, 日本語,Japanese, herbicide","Black, PMS 285 C Blue, PMS 349 C Green",Japan,Herbicide
broadsmash SC herbicide,ブロードスマッシュ™,JP_broadsmash_SC_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, ブロードスマッシュSC, 除草剤, 日本語, Japanese, herbicide","Black, PMS 285 C Blue, PMS 361 C Green",Japan,Herbicide
beameight exceed SOL insecticide/fungicide,ビーム™エイトEX,JP_beameight exceed SOL_Isoclast active_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, ビームエイトエクシードゾル, 殺虫殺菌剤, 日本語, Japanese, fungicide/insecticide","Black, PMS 285 C Blue, PMS 221 C Pink",Japan,Insecticide
beam SOL fungicide,ビーム™,JP_beam_SOL_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, ビームゾル, 殺菌剤, 日本語, Japanese, fungicide","Black, PMS 285 C Blue, PMS 519 C Purple",Japan,Fungicide
Baizer WP herbicide,バイザー™,JP_Baizer_WP_2L_pkg txt_ja_pms.eps,Never,"Japan, 日本, バイザー水和剤, 除草剤, 日本語, Japanese, herbicide","Black, PMS 285 C Blue, PMS 361 C Green",Japan,Herbicide
aspire WP fungicide,アスパイア™,JP_Aspire_WP_2L_pkg txt_ja_pms.eps,Never,"Japan,日本,コサイド3000,殺菌剤,銅,日本語,Japanese,fungicide","Black, PMS 285 C Blue, PMS 513 C Purple",Japan,Fungicide
Enlist Duo Herbicide,Enlist Duo avec la technologie Colex-D Herbicide,CA_Enlist_Duo_with_Colex-D_Technology_avec_la_technologie_Colex-D_pkg_bdg_en-fr_pms.eps,Never,"Canada, Enlist Duo, Herbicide, Cloex-D Technology, bilingual, Herbicide, Enlist Duo, avec la technologie Colex-D","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Canada,Herbicide
Starane PRADERAS Herbicide,"Starane® PRADERAS, HERBICIDA",ED_Starane_PRADERAS_pkg_bdg_es_pms.eps,Never,"Spain, Starane® PRADERAS, HERBICIDA, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Spain,Herbicide
Lumisena Seed Treatment fungicide,Lumisena; FUNGICIDA IN CONCIA,IT_Lumisena_pkg_bdg_it_pms.eps,Never,"Italy, Lumisena™; FUNGICIDA IN CONCIA; fungicide seed treatment","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",Italy,Seed Treatment
WHEATER 45 OD Herbicide,WHEATER 45 OD Herbicide,TR_WHEATER 45 OD_pkg txt_tr_pms.eps,Never,Turkey; WHEATER 45 OD; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
UPHOLD 360 SC Insecticide,UPHOLD 360 SC Insecticide,TR_UPHOLD_360 SC_pkg txt_tr_pms.eps,Never,Turkey; UPHOLD 360 SC; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
TREVISTAR 22 EC Herbicide,TREVISTAR 22 EC Herbicide,TR_TREVISTAR_22 EC_pkg txt_tr_pms.eps,Never,Turkey; TREVISTAR 22EC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
TRANSFORM 500 WG Insecticide,TRANSFORM 500 WG Insecticide,TR_TRANSFORM_500 WG_pkg txt_tr_pms.eps,Never,Turkey; TRANSFORM 500WG; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
TORDON 101 Herbicide,TORDON 101 Herbicide,TR_TORDON_101_pkg txt_tr_pms.eps,Never,Turkey; TORDON 101; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
TARZEC 320WG Herbicide,TARZEC 320WG Herbicide,TR_TARZEC_320WG_pkg txt_tr_pms.eps,Never,Turkey; TARZEC 320WG; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
TAROT Herbicide,TAROT Herbicide,TR_TAROT_pkg txt_tr_pms.eps,Never,Turkey; TAROT 0; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
TALENDO Fungicide,TALENDO Fungicide,TR_TALENDO_pkg txt_tr_pms.eps,Never,Turkey; TALENDO 0; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
SUPER SYSTHANE 24 E Fungicide,SUPER SYSTHANE 24 E Fungicide,TR_SUPER SYSTHANE_24 E_pkg txt_tr_pms.eps,Never,Turkey; SUPER SYSTHANE 24 E; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
SUPER GALLANT Herbicide,SUPER GALLANT Herbicide,TR_SUPER GALLANT_pkg txt_tr_pms.eps,Never,Turkey; SUPER GALLANT 0; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
SUCCESS 0.24 CB Insecticide,SUCCESS 0.24 CB Insecticide,TR_SUCCESS_0.24 CB_pkg txt_tr_pms.eps,Never,Turkey; SUCCESS 0.24 CB; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
SPINTOR 240 SC Insecticide,SPINTOR 240 SC Insecticide,TR_SPINTOR_240 SC_pkg txt_tr_pms.eps,Never,Turkey; SPINTOR 240SC; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
RELDAN 22 E Insecticide,RELDAN 22 E Insecticide,TR_RELDAN_22 E_pkg txt_tr_pms.eps,Never,Turkey; RELDAN 22E; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
REBELEX 225 SC Herbicide,REBELEX 225 SC Herbicide,TR_REBELEX_225 SC_pkg txt_tr_pms.eps,Never,Turkey; REBELEX 225SC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
RADIANT 120 SC Insecticide,RADIANT 120 SC Insecticide,TR_RADIANT_120 SC_pkg txt_tr_pms.eps,Never,Turkey; RADIANT 120SC; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
QUELEX 200 WG Herbicide,QUELEX 200 WG Herbicide,TR_QUELEX_200 WG_pkg txt_tr_pms.eps,Never,Turkey; QUELEX 200WG; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
PRODIGY 240 SC Insecticide,PRODIGY 240 SC Insecticide,TR_PRODIGY_240 SC_pkg txt_tr_pms.eps,Never,Turkey; PRODIGY 240 SC; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
PORTER SUPER 90 SC Fungicide,PORTER SUPER 90 SC Fungicide,TR_PORTER_SUPER 90 SC_pkg txt_tr_pms.eps,Never,Turkey; PORTER SUPER 90 SC; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
PILAR Insecticide,PILAR Insecticide,TR_PILAR_pkg txt_tr_pms.eps,Never,Turkey; PILAR 0; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
PERUN 75 WG Herbicide,PERUN 75 WG Herbicide,TR_PERUN_75 WG_pkg txt_tr_pms.eps,Never,Turkey; PERUN 75 WG; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
NURELLE D 50 / 500 Insecticide,NURELLE D 50 / 500 Insecticide,TR_NURELLE_D 50-500_pkg txt_tr_pms.eps,Never,Turkey; NURELLE -D 50/500; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
MUSTANG Herbicide,MUSTANG Herbicide,TR_MUSTANG_pkg txt_tr_pms.eps,Never,Turkey; MUSTANG 0; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",United States,Herbicide
MOZKILL 120 SC Insecticide,MOZKILL 120 SC Insecticide,TR_MOZKILL_120 SC_pkg txt_tr_pms.eps,Never,Turkey; MOZKILL 120 SC; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
MIKADO 85WG Herbicide,MIKADO 85WG Herbicide,TR_MIKADO_85WG_pkg txt_tr_pms.eps,Never,Turkey; MIKADO 85 WG; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
MAMBA TURBO Herbicide,MAMBA TURBO Herbicide,TR_MAMBA_TURBO_pkg txt_tr_pms.eps,Never,Turkey; MAMBA TURBO; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
LONTREL EXTRA Herbicide,LONTREL EXTRA Herbicide,TR_LONTREL_EXTRA_pkg txt_tr_pms.eps,Never,Turkey; LONTREL EXTRA; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
LONTREL 100 Herbicide,LONTREL 100 Herbicide,TR_LONTREL_100_pkg txt_tr_pms.eps,Never,Turkey; LONTREL 100; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
LASER Insecticide,LASER Insecticide,TR_LASER_pkg txt_tr_pms.eps,Never,Turkey; LASER 0; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
LANNATE 90 Insecticide,LANNATE 90 Insecticide,TR_LANNATE_90_pkg txt_tr_pms.eps,Never,Turkey; LANNATE 90; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
LANCELOT SUPER Herbicide,LANCELOT SUPER Herbicide,TR_LANCELOT_SUPER_pkg txt_tr_pms.eps,Never,Turkey; LANCELOT SUPER; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
KERB FLO 400 SC Herbicide,KERB FLO 400 SC Herbicide,TR_KERB_FLO 400 SC_pkg txt_tr_pms.eps,Never,Turkey; KERB FLO 400 SC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
KERB 50 W Herbicide,KERB 50 W Herbicide,TR_KERB_50 W_pkg txt_tr_pms.eps,Never,Turkey; KERB 50 W; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
KARATHANE GOLD Fungicide,KARATHANE GOLD Fungicide,TR_KARATHANE_GOLD_pkg txt_tr_pms.eps,Never,Turkey; KARATHANE GOLD; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
INDAR 5 EW Fungicide,INDAR 5 EW Fungicide,TR_INDAR_5 EW_pkg txt_tr_pms.eps,Never,Turkey; INDAR 5 EW; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
GOAL 4F Herbicide,GOAL 4F Herbicide,TR_GOAL_4F_pkg txt_tr_pms.eps,Never,Turkey; GOAL 4F; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
GOAL 2 E Herbicide,GOAL 2 E Herbicide,TR_GOAL_2 E_pkg txt_tr_pms.eps,Never,Turkey; GOAL 2E; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
ESTERON 600 EC Herbicide,ESTERON 600 EC Herbicide,TR_ESTERON_600 EC_pkg txt_tr_pms.eps,Never,Turkey; ESTERON 600 EC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
EQUATION PRO Fungicide,EQUATION PRO Fungicide,TR_EQUATION_PRO_pkg txt_tr_pms.eps,Never,Turkey; EQUATION PRO; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
DURSBAN DELTA 20 CS Insecticide,DURSBAN DELTA 20 CS Insecticide,TR_DURSBAN_DELTA 20 CS_pkg txt_tr_pms.eps,Never,Turkey; DURSBAN Delta 20 CS; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
DURSBAN 25 W Insecticide,DURSBAN 25 W Insecticide,TR_DURSBAN_25 W_pkg txt_tr_pms.eps,Never,Turkey; DURSBAN 25 W; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
DURSBAN 4 Insecticide,DURSBAN 4 Insecticide,TR_DURSBAN_4_pkg txt_tr_pms.eps,Never,Turkey; DURSBAN 4; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
DITHANE M 45 SPECIAL Fungicide,DITHANE M 45 SPECIAL Fungicide,TR_DITHANE_M 45 SPECIAL_pkg txt_tr_pms.eps,Never,Turkey; DITHANE M45 Special; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
DITHANE DG NEOTEC Fungicide,DITHANE DG NEOTEC Fungicide,TR_DITHANE_DG NEOTEC_pkg txt_tr_pms.eps,Never,Turkey; DITHANE DG NeoTec; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
DELEGATE 250 WG Insecticide,DELEGATE 250 WG Insecticide,TR_DELEGATE_250 WG_pkg txt_tr_pms.eps,Never,Turkey; DELEGATE 250 WG; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
CLIP Fungicide,CLIP Fungicide,TR_CLIP_pkg txt_tr_pms.eps,Never,Turkey; CLIP 0; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",Turkey,Fungicide
CLINCHER DUO Herbicide,CLINCHER DUO Herbicide,TR_CLINCHER_DUO_pkg txt_tr_pms.eps,Never,Turkey; CLINCHER DUO; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
CITADEL Herbicide,CITADEL Herbicide,TR_CITADEL_pkg txt_tr_pms.eps,Never,Turkey; CITADEL 0; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
CHEROKEE Herbicide,CHEROKEE Herbicide,TR_CHEROKEE_pkg txt_tr_pms.eps,Never,Turkey; CHEROKEE 0; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
CENT-7 500SC Herbicide,CENT-7 500SC Herbicide,TR_CENT-7_500SC_pkg txt_tr_pms.eps,Never,Turkey; CENT-7 500SC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
BREAKER 240 SC Insecticide,BREAKER 240 SC Insecticide,TR_BREAKER_240 SC_pkg txt_tr_pms.eps,Never,Turkey; BREAKER 240 SC; İNSEKTİSİT; Turkish; INSECTICIDE,"Black, PMS 158 C Orange, PMS 285 C Blue",Turkey,Insecticide
BAXIGA 32.5 OD Herbicide,BAXIGA 32.5 OD Herbicide,TR_BAXIGA_32.5 OD_pkg txt_tr_pms.eps,Never,Turkey; BAXIGA 32.5 OD; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
AUBAINE 518 SC Herbicide,AUBAINE 518 SC Herbicide,TR_AUBAINE_518 SC_pkg txt_tr_pms.eps,Never,Turkey; AUBAINE 518 SC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
AGIXA 172 NEOEC Herbicide,AGIXA 172 NEOEC Herbicide,TR_AGIXA_172 NEOEC_pkg txt_tr_pms.eps,Never,Turkey; AGIXA 172 NEO EC; HERBİSİT; Turkish; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",Turkey,Herbicide
ACANTO PLUS Fungicide,ACANTO PLUS Fungicide,TR_ACANTO_PLUS_pkg txt_tr_pms.eps,Never,Turkey; ACANTO PLUS; FUNGİSİT; Turkish; FUNGICIDE,"Black, PMS 513 C Purple, PMS 285 C Blue",United States,Fungicide
Wolverine Fungicide,Wolverine Fungicide,GB-IE_Wolverine_pkg txt_en_pms.eps,Never,"U.K, Wolverine, Fungicide, , English, Fungicide","Black, PMS 519 C Purple, PMS 285 C Blue",United Kingdom,Fungicide
Whorl Herbicide,Whorl Herbicide,GB-IE_Whorl_Arylex active_pkg txt_en_pms.eps,Never,"U.K, Whorl, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Titus 25DF Herbicide,Titus 25DF Herbicide,GB-IE_Titus_25 DF_pkg txt_en_pms.eps,Never,"U.K, Titus, Herbicide, Rimsulfuron, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Timbrel Herbicide,Timbrel Herbicide,GB-IE_Timbrel_pkg txt_en_pms.eps,Never,"U.K, Timbrel, Herbicide, Triclopyr, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Synero Herbicide,Synero Herbicide,GB-IE_Synero_pkg txt_en_pms.eps,Never,"U.K, Synero, Herbicide, Aminopyralid, fluroxypyr, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Starane Hi-Load HL Herbicide,Starane Hi-Load HL Herbicide,GB-IE_Starane_Hi-Load HL_pkg txt_en_pms.eps,Never,"U.K, Starane Hi-Load HL, Herbicide, Fluroxypyr, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Slalom Herbicide,Slalom Herbicide,GB-IE_Slalom_pkg txt_en_pms.eps,Never,"U.K, Slalom, Herbicide, Fluroxypyr, Florasulam, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Sickle Herbicide,Sickle Herbicide,GB-IE_Sickle_pkg txt_en_pms.eps,Never,"U.K, Sickle, Fluroxypyr, Florasulam, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Scanner Herbicide,Scanner Herbicide,GB-IE_Scanner_pkg txt_en_pms.eps,Never,"UK, Scanner, MCPA, 2-4D, Clopyralid, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Ralos Herbicide,Ralos Herbicide,GB-IE_Ralos_pkg txt_en_pms.eps,Never,"U.K, Ralos, Herbicide, Aminopyralid, Metazachlor, Picloram, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Praxys Herbicide,Praxys Herbicide,GB-IE_Praxys_pkg txt_en_pms.eps,Never,"U.K, Praxys, Herbicide, Fluroxypyr, Clopyralid, Florasulame, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Pivotal Herbicide,Pivotal Herbicide,GB-IE_Pivotal_pkg txt_en_pms.eps,Never,"U.K, Pivotal, Herbicide, Triclopyr, Fluroxypyr, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Pastor Trio Herbicide,Pastor Trio Herbicide,GB-IE_Pastor_Trio_pkg txt_en_pms.eps,Never,"U.K, Pastor, Herbicide, Fluroxypyr, Clopyralid, Florasulam, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Palio Herbicide,Palio Herbicide,GB-IE_Palio_pkg txt_en_pms.eps,Never,"U.K, Palio, Herbicide, Pyroxsulam, Florasulam, Cloquintocet, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Nevada Herbicide,Nevada Herbicide,GB-IE_Nevada_pkg txt_en_pms.eps,Never,"U.K, Nevada, Herbicide, Fluroxypyr, Florasulam, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Leystar Herbicide,Leystar Herbicide,GB-IE_Leystar_pkg txt_en_pms.eps,Never,"U.K, Leystar, Herbicide, Florasulam, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Kerb Flo 500 Herbicide,Kerb Flo 500 Herbicide,GB-IE_Kerb_Flo 500_pkg txt_en_pms.eps,Never,"U.K, Kerb Flo 500, Herbicide, Propyzamide, English, Herbicide.","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Justice Fungicide,Justice Fungicide,GB-IE_Justice_pkg txt_en_pms.eps,Never,"U.K, Justice, Fungicide, Proquinazid,English, Fungicide","Black, PMS 519 C Purple, PMS 285 C Blue",United Kingdom,Fungicide
Icade Herbicide,Icade Herbicide,GB-IE_Icade_pkg txt_en_pms.eps,Never,"U.K, Icade, Herbicide, Triclopyr, Aminopyralid, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Hunter Herbicide,Hunter Herbicide,GB-IE_Hunter_pkg txt_en_pms.eps,Never,"U.K, Hunter, Herbicide, Fluroxypyr, Florasulam, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Halcyon Herbicide,Halcyon Herbicide,GB-IE_Halcyon_pkg txt_en_pms.eps,Never,"U.K, Halcyon, Herbicide, Fluroxypyr, Aminopyralid, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Greenor Herbicide,Greenor Herbicide,GB-IE_Greenor_pkg txt_en_pms.eps,Never,"U.K, Greenor, Herbicide, Fluroxypyr, Clopyralid, MCPA, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Garlon Ultra Herbicide,Garlon Ultra Herbicide,GB-IE_Garlon_Ultra_pkg txt_en_pms.eps,Never,"U.K, Garlon Ultra, Herbicide, Triclopyr, Aminopyralid, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Garlon Inov Herbicide,Garlon Inov Herbicide,GB-IE_Garlon_Inov_pkg txt_en_pms.eps,Never,"U.K, Garlon Inov, Herbicide, Triclopyr, Fluroxypyr, English, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Fielder SE Fungicide,Fielder SE Fungicide,GB-IE_Fielder_SE_pkg txt_en_pms.eps,Never,"U.K, Fielder, Fungicide, Chlorothalonil, Proquinazid, English, Fungicide","Black, PMS 519 C Purple, PMS 285 C Blue",United Kingdom,Fungicide
Envy Herbicide,Envy Herbicide,GB-IE_Envy_pkg txt_en_pms.eps,Never,"U.K, Envy, Herbicide, Fluroxypyr, Florasulame, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
DOXSTAR PRO Herbicide,DOXSTAR PRO,GB-IE_Doxstar_Pro_pkg_txt_en_pms.eps,Never,"U.K, Doxstar Pro, Herbicide, Fluroxypyr, Triclopyr, English , Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Dakota Herbicide,Dakota Herbicide,GB-IE_Dakota_pkg txt_en_pms.eps,Never,"U.K, Dakota, Herbicide, Fluroxypyr, Clopyralid , Florasulam, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Curzate M WG Fungicide,Curzate M WG Fungicide,GB-IE_Curzate_M WG_pkg txt_en_pms.eps,Never,"U.K, Curzate, Fungicide, Cymoxanil, Mancozeb, English, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",United Kingdom,Fungicide
Columbus Herbicide,Columbus Herbicide,GB-IE_Columbus_pkg txt_en_pms.eps,Never,"U.K, Columbus, Herbicide. Clopyralid, Fluroxypyr, MCPA, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Cloister Fungicide,Cloister Fungicide,GB-IE_Cloister_pkg txt_en_pms.eps,Never,"U.K, Cloister, Fungicide, Metrafenone, Epoxyconazole, English, Fungicide","Black, PMS 519 C Purple, PMS 285 C Blue",United Kingdom,Fungicide
Cleancrop Forward Herbicide,Cleancrop Forward Herbicide,GB-IE_Cleancrop_Forward_pkg txt_en_pms.eps,Never,"U.K, Cleancrop, Herbicide, Propyzamide, English, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Ceando Fungicide,Ceando Fungicide,GB-IE_Ceando_pkg txt_en_pms.eps,Never,"U.K, Ceando, Fungicide, Metrafenone, Epoxyconazole, English, Fungicide","Black, PMS 519 C Purple, PMS 285 C Blue",United Kingdom,Fungicide
Cabadex Herbicide,Cabadex Herbicide,GB-IE_Cabadex_pkg txt_en_pms.eps,Never,"U.K, Cabadex, Herbicide, Fluroxypyr, Florasulam, English, Herbicide.","Black, PMS 361 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Boxer Herbicide,Boxer Herbicide,GB-IE_Boxer_pkg txt_en_pms.eps,Never,"U.K, Boxer, Herbicide, Florasulame, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Blaster Pro Herbicide,Blaster Pro Herbicide,GB-IE_Blaster Pro_pkg txt_en_pms.eps,Never,"U.K, Blaster Pro, Herbicide, Triclopyr, Clopyralid, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Barton WG Herbicide,Barton WG Herbicide,GB-IE_Barton_WG_pkg txt_en_pms.eps,Never,"U.K, Barton , Herbicide, Florasulam, English, Herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United Kingdom,Herbicide
